Number,File Name,Member,Duration,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,LPC_1,LPC_2,LPC_3,LPC_4,LPC_5,LPC_6,LPC_7,LPC_8,LPC_9,LPC_10,LPC_11,LPC_12,DCT_1,DCT_2,DCT_3,DCT_4,DCT_5,DCT_6,DCT_7,DCT_8,DCT_9,DCT_10,DCT_11,DCT_12,DCT_13,Fluency Label
954,225s6,student,5.700997732426304,-414.84628,165.37589,5.072787,11.219664,-11.966543,4.981225,-22.06084,-9.439091,-13.870971,-10.47607,-8.263158,-9.772199,-15.480333,-2.4321368,2.434449,-1.9195948,1.5980291,-0.88795197,0.39917687,-0.16738252,-0.16793172,0.17776664,-0.028210819,0.029071642,-0.010605954,-0.002386633,0.0010424618,-0.0012577176,-0.0007583848,-0.00068133895,4.5170233e-05,-0.00029282336,-0.00012690079,-0.0012545717,0.0022286158,-0.0014062014,1.26543055e-05,-0.00020920546,0
955,225s8,student,8.609024943310658,-361.55734,147.65399,3.9454165,14.803644,-15.054364,-10.920546,-25.471691,-11.209634,-14.992821,-9.443351,-8.964504,-15.898325,-9.683013,-2.019769,1.3607193,-0.4825314,0.22380942,-0.12135604,0.15229121,-0.32000375,0.4936803,-0.33453867,0.075063996,-0.061616234,0.06366987,-0.0013364457,-0.00012814118,-0.0011628892,0.00066234765,-0.0011819332,0.00017586927,-0.00036788022,0.0006318378,0.00081443426,0.0012846225,-0.00022595965,0.0004846233,-0.00055529596,0
956,225s9,student,13.538004535147392,-299.79535,132.482,-13.14957,11.197811,-19.130686,-8.835936,-22.632057,-14.985374,-15.22484,-9.116993,-5.230586,-13.53842,-4.9049106,-1.8972458,1.1111071,-0.16872327,0.06252088,-0.18630742,0.19637007,-0.26897782,0.41197798,-0.18183216,-0.09568925,0.018149115,0.06039566,-0.00094660575,0.000395916,0.00042124614,-0.0015346727,0.00056918955,-0.0018937581,-0.00095315,0.0006918453,-0.0010530386,0.0012024562,-1.2209617e-05,-0.0002214773,0.0013812785,0
957,225s29,student,1.6480272108843537,-495.90445,154.18687,39.108154,-2.066121,-13.678565,-4.7207026,-5.810767,-6.6453404,-8.3739395,-5.6674504,-5.009572,-8.533193,-10.432329,-2.756976,3.634715,-4.2647786,4.6935325,-4.200627,3.3666508,-2.518721,1.9941581,-1.3320599,0.63549376,-0.5581589,0.31800237,-0.0012888351,0.00064367976,0.0002633867,-0.0007627691,0.0014111034,-0.00067281595,-4.4273776e-05,0.0005742834,-0.00050328363,0.00036234665,0.00095798157,-0.0005922142,6.0407117e-05,0
958,225s13,student,11.718004535147392,-350.44928,142.53088,-2.4148164,9.033325,-15.730461,-7.7119246,-23.719261,-9.507974,-16.307407,-6.3188996,-5.523284,-14.16834,-6.6118855,-2.0700717,1.6673279,-0.94847524,0.6093898,-0.40933248,0.24929835,-0.3461713,0.67243105,-0.5128907,0.10481368,-0.0013610199,0.02200672,0.00025756034,-0.0001117733,0.00013498907,-0.0003143721,-0.00037323125,0.000224636,-0.00015790566,-0.0011001263,0.0016267232,-0.0010032008,0.0003564023,0.0010075447,0.0005304843,0
959,225s12,student,5.214965986394557,-427.80905,162.37668,10.975652,-1.6319767,-5.974396,-3.0422833,-21.077389,-12.668651,-10.049111,-8.192208,-4.473748,-10.219996,-13.029815,-2.470513,2.5383744,-2.0397224,1.7641002,-1.1633782,0.5354869,-0.20180246,-0.070106566,0.29769737,-0.317465,0.20022014,-0.059002746,0.0009683198,-0.0018412023,0.0014575141,-0.001206603,0.0012899789,-0.0011782579,0.00073129294,-0.0012407382,0.0008574084,0.0002596521,0.0015545993,-0.0007815329,0.0013643055,0
960,225s30,student,5.395963718820862,-421.30566,141.98802,20.671675,10.5848,-9.367704,-6.4492636,-33.197845,-5.977793,-7.551908,-9.284098,-11.466927,-8.038043,-6.4796734,-2.0111706,1.3085885,-0.6645426,0.77856904,-0.5340841,0.22614545,-0.3360643,0.3505386,-0.046810247,0.035542794,-0.15846245,0.071693,-0.00021656314,-0.00021755049,0.00089190726,4.423097e-05,-0.00024711835,-0.00014728079,0.00027302,-0.0001481793,0.00073324656,0.00037031178,-0.00043698508,0.0011935525,0.0004220932,1
961,225s34,student,0.8649886621315193,-508.71652,165.30371,24.922642,-1.2078787,-5.1102,-6.9384766,-17.050962,-2.878855,-6.1657896,-11.486577,-9.404838,-6.526376,-9.418253,-3.169531,4.9992332,-6.612861,8.413685,-9.326845,9.206786,-8.563084,7.1814747,-5.2339153,3.4763503,-1.9430255,0.58520734,0.00039705867,0.0007654205,0.0005927295,0.0009782524,0.0010249768,0.0011647928,0.0014389721,0.00037857986,0.0010311322,0.0008914312,-1.8306986e-05,0.0002877161,0.0010828432,0
962,225s32,student,0.8950113378684807,-503.054,171.3193,24.5358,0.4708865,-2.241575,-3.924972,-17.817387,0.50303864,-8.062238,-10.101911,-7.04563,-8.136963,-17.4037,-2.74939,2.846231,-1.8646449,1.9451791,-2.0118136,1.0552183,-0.51218104,0.58356595,-0.06360104,-0.5005012,0.28134167,0.0014301604,0.0008498444,0.001043384,0.0005886971,0.0002097144,6.166549e-05,-0.000106329426,0.00036944065,0.0002977358,0.00045114505,0.00086730486,0.0010848746,0.0009114805,0.0007881883,0
963,225s31,student,1.5279818594104309,-488.19443,163.62494,21.864447,-7.0504417,-10.140077,-0.124789156,-26.339203,-5.0837817,-10.320079,-7.646057,-12.164443,-3.8923378,-9.427472,-1.7615916,0.5519313,-0.30243105,1.0428907,-0.3424749,0.13904542,-0.67354745,0.35608828,-0.114149846,0.3511939,-0.33908576,0.11130702,-9.816216e-06,4.5932335e-05,-0.00013485484,-0.00015421034,-0.00035646302,-0.00066427805,3.1279335e-05,-0.00018875848,0.00012513695,-0.0009762483,3.312737e-05,-0.0012368031,-0.0006070838,1
964,225s20,student,4.803990929705216,-414.0371,129.1879,39.367805,18.496391,-22.70094,-3.4873066,-23.118732,1.8019522,-15.474089,-8.212856,-8.140378,-11.092379,-4.2923446,-1.910351,1.4773438,-1.5185267,1.4974755,-0.7747905,0.55529165,-0.53273606,0.426222,-0.29677573,0.24189466,-0.32372862,0.18092287,0.00021442604,0.00036747206,-4.5764365e-05,0.00034113362,0.0005223891,-0.00046397938,0.0005781838,-0.00031918375,3.592917e-05,1.1243299e-05,0.0015359425,-0.00058264483,0.0005489627,0
965,225s19,student,14.66,-412.43784,128.16197,35.273056,11.973077,-12.572444,-2.1928203,-29.336626,-2.7585466,-9.746987,-3.4768395,-9.652917,-14.463504,-2.2923102,-1.6776079,0.8801991,-0.96244526,1.3518277,-0.77165973,0.55530775,-0.7695494,0.5572223,-0.23515281,0.30816755,-0.30293056,0.09365691,-0.0016834589,-0.00090701523,0.0006708238,0.0003794965,0.0008138469,-0.0015164327,-0.0012444181,-0.0010638253,-0.0009229735,0.00017362688,0.00025823966,-0.0011615413,-0.0010503026,1
966,225s10,student,2.7609977324263038,-376.23074,161.71487,-4.1112957,14.530146,-8.79031,-12.364192,-29.810698,-12.702952,-13.452178,-12.4820385,-7.7339478,-7.42794,-11.336643,-2.163679,1.6239711,-0.81281066,0.7695933,-0.5959973,0.29336232,-0.26179117,0.2996412,-0.1914736,0.07675526,-0.0137589965,-0.0012389524,-0.000465408,-0.0012180982,-0.0010048675,0.00030220108,-0.0008540511,0.0009199337,-0.0003542807,-0.0010517528,0.00035810203,-0.0014754746,-0.0006282425,-0.00062930526,-0.0011982637,0
967,225s39,student,3.325034013605442,-483.53583,160.42703,13.758261,3.2821274,-9.243616,-2.7274487,-23.037418,-2.2224486,-11.056774,-2.9518328,-11.452181,-7.1815,-9.6635475,-2.1067076,1.5467612,-0.7549939,0.7734968,-0.6068298,0.10974884,-0.012145993,0.011862358,0.18435332,-0.18392697,0.08667755,-0.022113156,-0.0014279177,0.001781119,0.00035188947,7.344352e-05,-0.0010461553,0.0004493566,-0.0009355763,-0.00035581057,0.0005318602,6.287276e-06,-0.00029346632,5.549124e-05,0.0011409703,1
968,225s35,student,14.761315192743764,-399.49478,140.81157,15.728332,9.536625,-13.336652,-5.6537533,-26.504906,-3.1509504,-14.873108,-10.359091,-2.9261298,-9.870799,-9.266719,-1.95559,1.23181,-0.7047981,1.0611844,-0.92323786,0.48629296,-0.52300745,0.60679144,-0.30871266,0.22556373,-0.2864467,0.12030563,-0.0031644492,0.003881209,-0.0032667988,0.0032798408,-0.003679195,0.0030375218,-0.0041782395,0.0035736738,-0.004300811,0.0031121979,-0.0037784497,0.004661788,-0.0037920251,0
969,225s4,student,15.59297052154195,-326.53848,139.07451,-7.160724,21.468946,-18.400187,-15.274099,-25.51927,-7.259896,-11.929199,-10.907283,-3.6579814,-15.85319,-4.5146585,-2.289201,1.9863299,-0.85348177,0.25356555,-0.14070052,0.20203173,-0.45354527,0.74912226,-0.5590903,0.09283798,0.11102958,-0.054177377,-0.00031847108,0.0010319069,-0.0013018779,0.001412056,0.0017601689,0.00023519967,-0.00096122094,0.0017826752,0.00011875751,0.0014860122,-0.0007802778,-0.00013269336,0.000108916254,0
970,225s37,student,6.88,-486.5085,157.68605,29.310999,-3.560828,-4.4065084,-4.6535954,-16.526554,-5.875199,-8.231605,-9.737827,-6.8249793,-5.9912786,-9.541815,-2.532206,2.6178856,-2.3528314,2.5804803,-2.095319,1.3266364,-1.003815,0.75376916,-0.32369727,0.046088338,-0.08088418,0.074315116,-0.00022842932,-0.0003832665,-0.00086651766,-8.319397e-05,-0.00015283904,-5.8707374e-06,-0.00020093992,-0.0012471481,7.8386845e-05,-0.00023710007,-0.00030797016,0.00039079867,7.417056e-05,0
971,225s11,student,2.5570068027210886,-358.10556,140.22182,-0.6048231,-5.9091034,-8.622042,0.72181857,-21.234955,-9.355843,-21.129452,-8.606632,-8.274305,-12.365682,-4.995529,-1.6528574,0.503095,0.04554304,0.61265135,-0.5095304,0.05362463,-0.3654627,0.38857582,0.044238225,-0.051494036,-0.11088961,0.08747461,-0.0003422448,-0.0015202973,-0.00055045256,-0.0006679008,-0.0006081489,-0.0010832939,0.0014904273,0.0021406545,-0.001310024,0.0011884957,0.00016516102,-7.9586265e-05,-0.00036171655,1
972,225s26,student,0.6190022675736961,-463.1805,144.86592,30.81368,6.9954634,-0.8022102,-11.869481,-17.218168,-1.4668329,-10.600095,-8.663947,-14.225383,-12.579583,-4.616903,-2.3127384,2.1992831,-2.0349257,2.614673,-2.4224002,1.3318309,-0.9401282,1.0058367,-0.36014447,-0.22239402,0.13905391,0.01632246,-0.0017809584,0.0004576936,0.00020329349,0.00088851596,0.00049455586,0.00060276815,-0.0010087059,0.00028951664,-0.0011865392,-0.00036792812,-0.00013833522,0.0010001762,-0.0007454823,0
973,225s2,student,32.045034013605445,-334.98254,130.15352,2.4577074,17.509035,-11.168682,-15.56767,-24.855734,-8.396034,-18.539171,-8.254879,-6.4610157,-14.2821665,-7.4984837,-1.7431254,0.7894566,-0.026457902,0.16649188,-0.3573935,0.21947376,-0.13109757,0.3151323,-0.17056605,-0.07340542,0.056984793,0.0032136575,-0.0008758977,-0.00013628468,-0.00041138538,-0.0014505046,-0.0012146619,0.0002935678,-0.0005273283,-7.053145e-05,-0.00032370427,0.0016380572,0.0005842638,0.0011132904,-0.00036925447,1
974,225s22,student,1.4970068027210883,-428.13605,144.57645,26.109535,17.339264,-14.989485,-7.566785,-16.766739,-3.5495632,-13.518587,-5.9049377,-1.8724258,-12.94429,-9.566343,-2.3640494,2.5582106,-2.5084336,2.2944455,-1.810737,1.4912946,-1.2526659,1.0482045,-0.52930593,0.24243,-0.3167331,0.15812033,0.00070061174,0.00043431524,-0.00074065814,-0.0009695387,-0.0023704753,-0.0016062781,-0.00094077643,0.00044161448,-0.00057654467,0.0014869086,-0.00050645776,0.00052723417,-0.00063452154,0
975,225s16,student,12.43641723356009,-471.87982,129.61504,38.16189,4.603208,-10.067251,2.7322133,-20.681658,-5.263851,-5.3778706,-4.8435345,-12.475186,-5.155129,-4.0215216,-0.1932218,-0.49769405,-0.6469065,-0.18859613,0.16356494,0.404935,0.14775318,0.014908064,-0.22455278,-0.032624636,0.010323543,0.1697749,0.00016106879,-0.00040670694,0.00092528376,0.0007947888,-0.00032036816,0.0013220281,0.0007817343,0.00082797965,0.0005690779,-0.00075604266,-0.00024208035,3.64015e-05,0.00023639077,1
976,225s33,student,0.873015873015873,-433.33722,167.3838,23.688614,12.006179,-4.748407,-2.8534968,-27.857794,-3.6042917,-13.110327,-13.2665415,-10.576163,-9.864206,-9.990445,-2.8809078,3.900048,-4.4219055,5.001997,-4.917283,4.467205,-4.1518764,3.4513133,-2.217772,1.2943931,-0.7501185,0.23574984,0.0004111472,0.0003446448,0.0003617349,-0.0008595536,-0.0010143818,-0.0019084162,-0.0011327701,-0.0010279522,-0.00064595276,-0.0008234859,0.00064496545,0.00092238304,0.0027946183,0
977,225s40,student,1.8839909297052153,-411.29153,134.6904,7.127862,10.216892,5.3118715,-9.674886,-19.821558,-1.0247202,-9.339861,-7.316821,-2.7264504,-11.621546,-9.454843,-2.9203248,3.8219872,-3.6228764,3.4644687,-3.0757194,2.0393906,-1.2488852,1.1260848,-0.84745175,0.20491804,0.1168671,-0.04472246,-0.00023799251,0.00035143504,0.00060560595,0.00033732312,-7.153569e-05,-0.00015324185,-0.00082963763,-0.0010656707,-0.00049899716,-0.0006408239,-0.0013282204,-0.0007346944,-0.00017737478,0
978,225s27,student,0.6740136054421769,-412.06036,164.41052,-7.3025784,-7.5569563,-1.0866617,1.2766403,-27.082329,2.8185778,-9.458648,-8.491775,-5.565916,-12.601449,-20.413618,-2.958822,3.8200977,-3.489916,3.3564446,-3.0785487,2.3871844,-1.9453954,1.433434,-0.62682056,0.1853635,-0.14676702,0.07964397,0.0006950917,0.0012030426,0.0007571411,0.0004732656,1.4177807e-05,0.0008743114,0.00020317815,-9.3160575e-05,0.00060861884,0.0004528995,-0.0006652131,-0.00012786893,-0.00035772138,0
979,225s25,student,6.950702947845805,-399.7432,138.4909,20.713541,10.986247,-9.691344,-12.055027,-25.41,-1.9184886,-11.187536,-6.104203,-11.007653,-9.933586,-6.4122863,-1.8312215,0.7417137,0.051249597,0.3871681,-0.4347097,0.1768855,-0.3231744,0.45761228,-0.20862508,0.01075252,-0.02810735,0.026524505,0.0012708926,0.0005873898,8.803587e-05,0.00013274085,0.0011354575,0.0001221342,-0.00040853073,-0.00014041338,-0.0005530033,0.00060933223,0.00050702953,-0.00017582785,-0.00032170364,1
980,225s1,student,10.309024943310657,-406.32,151.76529,6.483267,8.636579,-7.7518578,-9.682585,-21.448538,-2.1741092,-11.993179,-5.5598235,-4.7748303,-12.513326,-11.466052,-2.0609903,1.2480954,-0.25681794,0.5649874,-0.80894816,0.34614897,-0.13213527,0.20543896,-0.05267576,0.078654364,-0.19807044,0.09061632,-0.00059486704,0.00014966392,0.00019988755,0.0007482319,-0.00093206065,-0.00015966647,-0.0003165095,0.00023055446,0.0005737855,-0.001152007,0.0006447112,0.00043620565,0.00043153088,1
981,225s38,student,1.1550113378684808,-498.266,163.86937,23.131073,2.2208076,-0.072484426,-2.8008523,-21.262703,-4.6740813,-10.063369,-5.1052446,-12.37999,-6.6804175,-11.451454,-2.0080113,1.0042905,-0.2220559,0.86828667,-0.71172464,0.018569576,-0.11009511,0.1423172,-0.006768911,0.13443816,-0.12802863,0.034633804,0.00032187294,-0.00030165832,-0.0007649115,0.00027369877,-0.00096418126,-0.0003905316,-0.0005290515,-0.00024509308,-4.9664974e-05,-0.00034360169,7.2957555e-05,-0.00020801081,-0.0014818206,1
982,225s41,student,1.0909750566893424,-388.60916,97.81692,17.46642,16.848122,-2.3149717,-0.3346497,-19.334269,1.9686474,-4.009626,-5.633181,-6.8148503,-1.422521,-10.202714,-1.091684,0.13933504,-0.24249619,0.20385411,-0.09286997,0.16784713,-0.11953774,0.084863946,-0.07357444,0.21383214,-0.1482747,0.026840124,-0.000117256124,0.00040668764,0.00017017276,0.00066315575,0.0005522869,-0.00013779096,0.0003512272,-0.00057276443,0.0016093813,-0.00046284392,0.0013930944,-0.002021789,0.0021772822,1
983,225s7,student,7.541995464852608,-388.38464,147.79314,13.15168,6.6400084,-7.3672194,-9.415907,-18.69001,-9.67688,-15.833299,-7.7814884,-8.289253,-13.296755,-10.436805,-1.5770527,0.33632192,0.15024595,0.39334854,-0.38848042,0.06672672,-0.09016213,0.23392004,0.015810076,-0.11300281,-0.098595455,0.1025444,-0.0013593147,0.00077195227,-0.0006109807,0.00022441414,-0.00047407826,-1.1553451e-05,0.0003806994,-0.0017509712,-0.00026854995,-0.0008356861,-0.0009866474,0.0007948702,-0.0007168795,1
984,230s5,student,7.162993197278912,-518.85803,189.79141,25.499691,1.630396,-12.029641,8.709234,-18.993036,-3.4663131,-8.969789,3.2181947,-10.045372,-2.436207,-11.029356,-2.221902,1.7713606,-1.3777921,1.7062967,-1.2684681,0.9758892,-0.9573158,0.36031038,-0.08232056,0.13528143,0.053645134,-0.08134001,0.00036745437,-0.00048509525,0.0004236896,3.7609814e-05,-0.0001449667,-0.0007353397,0.00012964895,-0.00043922086,-0.0002546938,8.907723e-05,0.0003409575,-0.0009068055,0.00025866064,0
985,230s24,student,6.4570068027210885,-436.06946,156.52759,17.700323,9.266224,1.3947736,-2.7367895,-19.229843,-5.0375056,0.2935686,-8.048225,-8.182966,-7.42754,-5.8514814,-2.567892,2.8211753,-2.1748908,1.8303595,-1.6198996,1.2470518,-0.9320504,0.58183026,-0.3394869,0.3515286,-0.22120845,0.03904855,0.0023033272,0.0027520712,0.0019923435,0.0035641768,0.002950231,0.0022472655,0.002036755,-0.0010775833,0.000371156,0.0007899346,-0.0024063166,-0.0016375693,-7.9008474e-05,0
986,230s16,student,5.459002267573696,-341.15073,145.09718,-4.927379,16.991276,2.049927,-4.5368266,-29.719618,-9.932836,1.4608884,-9.727123,-6.1042323,-7.6502223,-9.863072,-2.2559388,2.007594,-1.2537731,0.9125822,-0.53992224,0.34258142,-0.46784565,0.35361078,-0.24631765,0.42520759,-0.33492517,0.077811636,0.0006287437,-0.0019634734,0.0015735852,-0.0012120253,-0.0016798684,-0.0009745717,-0.0003500735,-0.0013220062,0.0016476418,-0.0008367145,0.0009106362,-0.0019835406,-0.00011262061,0
987,225s23,student,12.349024943310658,-430.8064,134.36069,30.767178,7.250702,-8.832074,-4.669696,-21.468021,-4.163259,-16.124256,-1.023466,-5.143024,-13.339856,-6.9847126,-1.6613313,0.87450904,-0.77971995,1.0134413,-0.52348727,0.14244817,-0.3014105,0.48288,-0.13937424,0.0214234,-0.3009482,0.20713133,-0.0011007373,0.0006925949,0.00038583938,0.00018430667,0.0013945343,-0.0005009562,-0.0006210527,0.00010703828,-0.0012272487,-5.0044422e-05,-0.0006040848,0.00038548006,0.00012440211,1
988,225s3,student,53.419002267573696,-317.24258,132.57614,-6.035538,23.097225,-16.68468,-16.90316,-23.821938,-7.823851,-14.787216,-10.196998,-6.0273795,-16.516256,-4.576025,-2.1534457,1.7106608,-0.59707814,0.080414176,-0.10754774,0.137195,-0.20825037,0.39020517,-0.22047457,-0.137193,0.2489596,-0.10044121,-0.0007007506,-0.00069995085,-0.0003577978,-0.0024533332,-0.00022187657,0.0007472426,-0.00044391002,0.00066172134,0.0015367966,-0.0011020442,-0.00063931727,-0.0015237847,-0.00049137406,0
989,230s20,student,14.469024943310657,-433.10693,156.66605,13.390808,4.886934,-1.0727514,-4.80007,-17.190136,-7.448442,-0.46002176,-7.3874345,-5.8924565,-4.4880333,-7.5337615,-2.3516297,2.1394331,-0.9889324,0.3758339,-0.29125294,0.29257077,-0.38345098,0.36524034,-0.3498485,0.4844526,-0.396868,0.13300438,-0.0016846753,0.0010098387,-0.0013688379,0.0009410103,0.0016531614,-0.0016196736,-8.584246e-05,0.0012702178,-0.0007448227,-0.00046077868,0.0012165757,-0.0015553485,0.00033844495,0
990,230s3,student,2.400997732426304,-397.31815,165.15442,9.041667,9.369877,2.412523,-0.64993703,-25.999662,-6.809854,-7.1934133,-5.131317,-5.937712,-4.5376115,-7.2746677,-1.8972673,1.3323337,-1.0291015,1.2488527,-0.88445246,0.49834746,-0.6374833,0.55957437,-0.39383528,0.47253394,-0.29859865,0.06579761,-0.0008646309,-0.0018077365,-0.0022218283,-0.000642154,0.0006493754,0.004313894,0.0008490955,0.0032098282,0.0020050653,-0.0018690835,-0.0018079528,-0.0006588361,-0.002952606,0
991,230s22,student,12.37297052154195,-392.17035,156.8539,5.940215,7.8578696,-0.7440605,-2.0329764,-22.794977,-5.523672,-2.0315607,-7.9759703,-6.738652,-4.0918674,-7.2857714,-2.0286498,1.4097875,-0.6993701,0.6460128,-0.32508332,0.06639723,-0.17059949,0.0440543,0.013921963,0.24386907,-0.18751726,0.012971536,-0.00084422063,0.0007755551,0.0007928137,-0.001705288,-0.00022438499,-0.0018902647,-0.0009241331,0.0024076207,0.0012372837,0.001696103,0.0022265026,0.0005800147,0.0006690704,1
992,230s14,student,8.456009070294785,-357.49622,140.9136,1.2151855,19.169796,-0.2790856,-6.6629367,-22.974516,-10.662991,1.5403472,-10.535657,-8.1196575,-6.3358526,-8.934993,-2.109159,1.7873844,-1.1473651,0.99320585,-0.8156575,0.5050609,-0.3973814,0.25859252,-0.16737297,0.2578701,-0.14196639,0.007895134,-0.0025290567,-0.002712557,0.0026513408,0.0013039702,-0.0017653508,0.0009219399,-0.00056455,3.0483392e-05,0.0008302948,0.00069348916,0.0022911155,-0.0013916392,-0.0004247955,0
993,230s27,student,3.1500226757369614,-437.70566,176.66461,4.697387,0.1709546,-7.2075763,9.228959,-24.934134,-3.7420864,-4.481832,-2.5731006,-11.636685,-3.38746,-7.400795,-1.715565,0.843338,-0.76538867,1.1173216,-0.38295987,0.24249768,-0.53388745,0.14509666,-0.07711281,0.2769498,-0.09703187,-0.024159009,0.00052482757,-0.00027270784,-7.413881e-05,-0.0008601489,-0.0007854464,-0.001364226,-4.8466514e-05,-0.00072349736,0.0012116346,-0.0001987551,-0.0011889953,-0.00019134954,0.00020842042,1
994,230s19,student,6.04702947845805,-455.7929,162.77446,21.68623,5.1685095,0.033775613,-4.539157,-14.786094,-5.7478895,-1.8752296,-7.829444,-6.8729978,-3.7644033,-6.549025,-2.20711,2.0467577,-1.3788455,1.1183413,-0.9842679,0.66275406,-0.50582534,0.4055505,-0.36622143,0.45766276,-0.24481593,0.03521725,0.0003701505,0.0005526186,-0.00063474977,-0.00082289043,-0.0004769775,-0.00057376456,-0.0006571987,0.0009959347,0.001526928,0.00071950024,-0.0005897505,-0.0018809005,0.00033428904,0
995,230s10,student,13.997006802721089,-352.38962,140.89082,1.0172632,12.285418,0.7084671,-3.398978,-23.769377,-11.454581,-0.70658135,-7.3024197,-5.387614,-7.4470124,-9.693972,-1.9297588,1.317237,-0.67759675,0.6714559,-0.50003606,0.2506444,-0.23132774,0.09294139,-0.052732937,0.22824267,-0.124861464,-0.008022788,-0.0022445344,0.000111680834,-0.00095919694,-0.00018897324,-0.002395907,-0.00035798264,-0.0026252742,-0.0030552004,-9.788884e-05,5.2867324e-07,0.0013410719,-1.4281803e-05,-0.0046219015,0
996,230s13,student,23.6,-521.6724,187.00694,20.986423,2.8214052,-8.858862,2.2919803,-15.831658,0.32482272,-3.8294501,-2.4659805,-10.654938,-2.9184194,-7.069541,-2.2737517,2.006689,-1.6125716,1.8201474,-1.4898541,1.0074569,-0.7473556,0.34380978,-0.0477985,-0.0038301721,0.06692642,-0.056288116,-0.0014009918,4.037956e-07,-0.0005348633,-0.0003661062,0.00077986857,0.0005931646,0.00014894076,0.00014336921,-0.00015513304,-0.00041757757,-0.00092800835,-0.00078568805,-3.8931717e-05,0
997,230s12,student,8.373015873015873,-360.89737,147.33006,-1.2098184,7.9557137,-1.1693467,-3.118555,-19.961851,-11.8878145,2.7286592,-9.152432,-6.81602,-5.9917254,-10.275005,-2.292151,2.15677,-1.3988305,0.8848855,-0.5488254,0.51000005,-0.5771625,0.3492409,-0.25220758,0.41579372,-0.28702912,0.059277706,0.0023504228,0.0007629198,0.00021608185,-0.0017489274,-0.003067193,0.000589021,-0.0027406975,-0.0021817135,0.0029843426,0.0029345085,0.0014202534,0.0033663316,0.0007158756,0
998,230s25,student,1.34,-483.27603,183.22621,8.586286,4.5871387,-11.116018,9.145086,-25.685808,2.388248,-6.923456,2.8677526,-11.415851,-2.1951532,-8.868055,-2.1369953,1.6759237,-1.048297,1.2557056,-0.97946274,0.35074657,-0.4731064,0.52623665,-0.14719485,0.057249345,-0.061241202,0.009921634,-0.00037794493,-0.00045161392,0.00036393045,0.0011436339,0.00024797168,-0.00057864096,4.2431315e-05,-0.0013327042,0.00021985159,-0.00032819645,0.00025410118,-0.00028676272,-2.613815e-05,1
999,230s8,student,17.74997732426304,-368.80835,149.40375,5.4484015,8.709763,2.5348442,-4.2857103,-24.609642,-5.1818967,-1.7913666,-4.0052557,-5.1242027,-7.619677,-9.4768305,-2.007732,1.4095694,-0.8160071,0.9448676,-0.64853173,0.24693403,-0.33784887,0.30152205,-0.17186561,0.31484675,-0.25963423,0.05292259,0.00073183695,0.0006598195,-0.0019836745,-0.002599352,0.0010294872,0.0015443699,0.0010292991,0.0016641531,-0.0021478762,0.0010604016,0.0006500414,-0.00076370477,0.00162002,0
1000,230s28,student,6.28498866213152,-365.69434,156.69397,-8.046551,14.2593355,-2.5967202,1.1204672,-28.25288,-4.9452577,-7.11005,-7.8466153,-8.502999,-4.761576,-8.164581,-2.0286977,1.5879014,-1.058553,1.1072146,-0.9253294,0.57216954,-0.46442795,0.27830032,-0.084358096,0.15170465,-0.153729,0.06058445,0.0011121661,0.0023573644,0.00027992015,-0.00034561282,-0.0007822189,0.00055517413,0.00024469887,-0.001020057,-0.00158916,-0.00028845234,0.0019676355,0.002357835,-0.00042263843,0
1001,230s15,student,7.111972789115646,-406.98868,146.2418,13.52222,7.7339087,0.23965071,-0.9365831,-21.39166,-3.3014383,-0.52746147,-7.85555,-6.0684958,-5.410845,-6.7909675,-1.8709605,1.2437727,-0.8194225,1.0081716,-0.7239856,0.35424134,-0.4748358,0.46065655,-0.31736085,0.36827746,-0.2513771,0.05537889,-0.0010080573,-0.0005045738,-0.0016898795,-0.0011784597,-0.00022293578,0.00083112705,-0.00037730465,0.0008567357,0.00015951906,0.0010191903,-0.0010452617,-0.0016394176,-0.00048010313,0
1002,230s11,student,3.60702947845805,-346.74005,123.70704,14.827712,10.797623,-4.254964,8.158102,-30.717884,-7.9228134,0.38925588,-5.519369,-6.2710176,-5.5558934,-10.080313,-1.5913603,0.80413693,-0.6415255,0.7363874,-0.27618736,0.17369062,-0.33401525,0.12001032,-0.11374536,0.28599602,-0.11966434,-0.0067242333,0.0019150872,-0.00095451146,-0.00045615082,0.00038760836,-0.0011337819,0.000106974476,0.00080353476,-0.0024294988,-4.5545028e-05,5.284655e-05,-0.0020498629,0.0018473545,0.0010603834,1
1003,230s6,student,3.8899773242630387,-477.76697,178.01556,22.028025,-0.53437454,1.1718774,0.34164417,-17.87182,-6.836398,-2.5132751,-5.4966936,-7.9933395,-7.797395,-8.644164,-1.9249232,1.2056724,-0.6037056,0.6561555,-0.4145378,0.2825899,-0.43182176,0.31058517,-0.34101447,0.56321424,-0.28571892,0.011281474,-0.0007643277,0.00079668243,-0.00021054203,0.0009362239,-0.0005657969,-0.00051468867,0.0006297495,0.0003308719,-0.00023841244,-0.00075647654,0.00056433235,0.00043012272,7.123688e-05,1
